81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 30 35 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 30 42 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 30 44 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 22 30 38 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 22 30 39 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 22 30 40 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 22 30 46 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 15 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 32 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 10 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 19 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 34 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 3 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 4 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 5 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 8 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 9 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 16 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 24 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 29 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 35 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 42 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 44 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 38 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 39 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 40 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 22 41 46 
84.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 43 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 0 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 6 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 11 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 13 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 26 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 27 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 28 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 31 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 36 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 47 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 49 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 37 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 25 48 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 0 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 6 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 11 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 13 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 26 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 27 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 28 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 31 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 36 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 47 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 49 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 37 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 43 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 6 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 11 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 13 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 0 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 6 11 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 6 13 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 6 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 6 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 6 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 6 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 6 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 6 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 6 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 6 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 6 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 11 13 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 11 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 11 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 11 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 11 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 11 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 11 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 11 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 11 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 11 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 13 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 13 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 13 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 13 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 13 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 13 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 13 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 13 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 13 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 26 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 26 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 26 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 26 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 26 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 26 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 26 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 26 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 27 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 27 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 27 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 27 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 27 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 27 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 27 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 28 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 28 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 28 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 28 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 28 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 28 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 31 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 31 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 31 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 31 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 31 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 36 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 36 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 36 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 36 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 22 47 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 47 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 47 48 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 49 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 22 49 48 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 22 37 48 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 15 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 32 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 10 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 19 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 34 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 3 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 4 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 5 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 8 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 9 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 16 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 24 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 29 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 35 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 42 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 44 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 38 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 39 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 40 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 30 41 46 
84.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 43 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 0 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 6 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 11 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 13 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 26 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 27 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 28 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 31 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 36 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 47 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 49 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 37 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 25 48 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 0 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 6 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 11 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 13 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 26 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 27 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 28 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 31 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 36 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 47 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 49 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 37 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 43 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 6 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 11 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 13 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 0 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 6 11 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 6 13 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 6 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 6 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 6 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 6 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 6 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 6 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 6 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 6 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 6 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 11 13 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 11 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 11 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 11 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 11 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 11 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 11 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 11 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 11 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 11 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 13 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 13 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 13 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 13 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 13 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 13 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 13 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 13 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 13 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 26 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 26 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 26 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 26 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 26 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 26 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 26 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 26 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 27 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 27 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 27 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 27 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 27 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 27 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 27 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 28 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 28 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 28 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 28 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 28 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 28 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 31 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 31 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 31 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 31 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 31 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 36 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 36 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 36 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 36 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 30 47 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 47 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 47 48 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 49 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 30 49 48 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 30 37 48 
84.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 43 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 0 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 6 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 11 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 13 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 26 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 27 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 28 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 31 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 36 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 47 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 49 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 37 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 25 48 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 0 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 6 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 11 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 13 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 26 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 27 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 28 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 31 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 36 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 47 
83.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 49 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 37 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 43 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 6 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 11 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 13 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 0 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 6 11 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 6 13 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 6 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 6 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 6 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 6 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 6 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 6 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 6 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 6 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 6 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 11 13 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 11 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 11 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 11 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 11 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 11 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 11 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 11 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 11 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 11 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 13 26 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 13 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 13 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 13 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 13 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 13 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 13 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 13 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 13 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 26 27 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 26 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 26 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 26 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 26 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 26 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 26 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 26 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 27 28 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 27 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 27 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 27 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 27 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 27 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 27 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 28 31 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 28 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 28 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 28 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 28 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 28 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 31 36 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 31 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 31 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 31 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 31 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 36 47 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 36 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 36 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 36 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 41 47 49 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 47 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 47 48 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 49 37 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 41 49 48 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 41 37 48 
82.0,1 7 12 33 2 14 17 18 20 23 45 21 15 32 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 15 10 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 15 19 
81.0,1 7 12 33 2 14 17 18 20 23 45 21 15 34 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 15 3 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 15 4 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 15 5 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 15 8 
80.0,1 7 12 33 2 14 17 18 20 23 45 21 15 9 
